sep=,
Wisdom,Randomization,role,object_class,Medical,MaxHitPoints,Marksmanship,Affiliation,id,Portrait,Leadership,CustomEquipGear,Health,Tier,VoiceResponseId,Dexterity,gender,pollyvoice,Mechanical,StartingLevel,neutral_retaliate,Agility,MaxAttacks,Explosives,unitPowerModifier,group,Strength,elite,Comment,eliteCategory,PickCustomArchetype,archetype,AlwaysUseOpeningAttack,BigPortrait,OpeningAttackType,PinnedDownChance,immortal,FallbackMissingVR,CanManEmplacements,body_type,species,RewardExperience,militia,PersistentSessionId,RepositionArchetype,dummy,reincarnate,SalaryMaxLv,HireStatus,Specialization,IsMercenary,SalaryLv1,infected,SalaryIncrease,StartingSalary,Nationality,MedicalDeposit,DurationDiscount,Haggling,LegacyNotes,ImportantNPC,RetreatBehavior,villain,DefeatBehavior,Lives,HealPersistentOnSpawn
99,,Commander,UnitData,7,,75,Legion,DiamondRedBoss,UI/NPCsPortraits/SlaveMasterGraaf,15,function: 000002996CD3A820,65,Veteran,DiamondRedBoss,95,Male,,34,6,true,90,,8,,NPC,40,,,,function: 000002996CD3B5A8,TurretBoss,true,UI/NPCs/SlaveMasterGraaf,PinDown,0,,,,,,,,NPC_Graaf,,,,,,,,,,,,,,,,,true,,true,Defeated,1,
99,true,Commander,UnitData,7,,75,Legion,DiamondRedBossAlly,UI/NPCsPortraits/SlaveMasterGraaf,15,function: 000002996CE0EDE8,50,Veteran,DiamondRedBoss,95,Male,,34,6,true,90,2,8,,NPC,40,,,,function: 000002996CE0EDC0,TurretBoss,,UI/NPCs/SlaveMasterGraaf,,0,,,,,,,,NPC_Graaf,,,,,,,,,,,,,,,,,true,,,,1,
90,,,UnitData,90,60,80,Other,DocRobert,UI/NPCsPortraits/DocRobert,0,,85,,DocRobert,85,Male,Russell,0,6,true,85,2,0,,NPC,75,,,,,Skirmisher,,UI/NPCs/DocRobert,,,,,,,,0,,NPC_DocRobert,,,,,,,,,,,,,,,,,true,,,,,
80,true,,UnitData,90,,10,Civilian,DrKronenberg,UI/NPCsPortraits/DoctorKronenberg,70,,100,,DrKronenberg,70,Female,Kendra,0,,true,100,2,0,,NPC,50,,,,,,,UI/NPCs/DoctorKronenberg,,,,VillagerFemale,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
90,true,,UnitData,90,60,50,Civilian,DrLEnfer,UI/NPCsPortraits/DrGenessier LEnfer,0,,70,,,80,Male,,0,,true,50,2,0,,NPC,50,,,,,,,UI/NPCs/DrGenessier LEnfer,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
40,true,,UnitData,0,,40,Legion,Elliot,UI/NPCsPortraits/Elliot,0,,50,,,30,Male,Russell,0,,,50,2,0,,NPC,40,,,,,,,UI/NPCs/Elliot,,,,,,,,0,,NPC_Elliot,,,,,,,,,,,,,,,,,true,,,,,
80,true,,UnitData,20,100,50,Civilian,Emma,UI/NPCsPortraits/Emma,80,,,,,70,Female,Nicole,0,,,80,2,0,,NPC,50,,,,,,,UI/NPCs/Emma,,,true,VillagerFemale,,,,,,NPC_Emma,,,,,,,,,,,,,,,,,true,,,,,
94,true,Commander,UnitData,31,50,64,Army,Faucheux,UI/NPCsPortraits/Faucheux,82,function: 00000299682DC6E0,77,,FaucheuxEnemy,95,Male,Russell,37,7,true,91,2,32,,NPC,53,,,,,,true,UI/NPCs/Faucheux,,40,true,,,,,,,NPC_Faucheux,,,,,,,,,,,,,,,,,true,,true,,4,
94,true,Commander,UnitData,31,50,64,Army,FaucheuxEnemy,UI/NPCsPortraits/Faucheux,82,function: 00000299682DCB88,77,,FaucheuxEnemy,95,Male,Russell,37,7,true,91,2,32,,NPC,53,,,,,,true,UI/NPCs/Faucheux,,40,,,,,,,,NPC_Faucheux,,,,,,,,,,,,,,,,,true,,true,,4,
79,,,UnitData,50,79,84,Secret,FlayNPC,UI/MercsPortraits/Flay,12,,79,Veteran,Flay,78,Male,,18,2,true,63,2,0,,NPC,80,,,,,,,UI/Mercs/Flay,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
80,true,Commander,UnitData,0,,90,Other,FleatownBoss,UI/NPCsPortraits/BossBlaubert,,,80,,FleatownBoss,80,Male,Geraint,0,7,true,90,2,0,,NPC,90,,,,,,,UI/NPCs/BossBlaubert,,,,,,,,,,NPC_FleatownBoss,,,,,,,,,,,,,,,,,true,None,true,Defeated,1,
24,,Commander,UnitData,0,,80,Civilian,Granny,UI/NPCsPortraits/Granny,10,,70,,,34,Female,Aditi,0,7,true,80,2,0,,NPC,70,,,,,,,UI/NPCs/GrannyCohani,,,,,,,,,,NPC_Granny,,,,,,,,,,,,,,,,,true,,,,,true
50,true,,UnitData,0,60,45,Civilian,GreasyBasil,UI/NPCsPortraits/GreasyBasil,50,,70,,,65,Male,Russell,70,,,50,1,10,,NPC,70,,,,,,,UI/NPCs/GreasyBasil,,,true,,,,,0,,NPC_GreasyBasil,,,,,,,,,,,,,,,,,true,,,,,
96,,Commander,UnitData,87,50,88,Other,Gunther,UI/NPCsPortraits/GuntherEsser,94,,50,,Gunther,90,Male,Joey,7,10,,40,2,5,,NPC,25,,,,,,,UI/NPCs/GuntherEsser,,100,true,,,,,,,NPC_Siegfried,,,,,,,,,,,,,,,,,true,,,,,true
75,true,,UnitData,25,,75,Other,HeadshotHue,UI/NPCsPortraits/HeadshotHue,50,,50,,,,Male,Joey,0,,,,2,0,,NPC,40,,,,,,,UI/NPCs/HeadshotHue,,,,,,,,,,NPC_HeadshotHue,,,,,,,,,,,,,,,,,true,,,,,
20,true,,UnitData,10,60,50,Civilian,Herman,UI/NPCsPortraits/Herman,0,,,,,,Male,,10,,,50,2,0,,NPC,,,,,,,,UI/NPCs/Herman,,,true,,,,,0,,NPC_Herman,,,,,,,,,,,,,,,,,true,,,,,
50,true,Marksman,UnitData,15,60,78,Other,Hyena,UI/NPCsPortraits/HyenaGilbert,,,69,,,83,Male,,15,,true,78,2,0,,NPC,50,,,,,,true,UI/NPCs/HyenaGilbert,PinDown,100,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
70,true,,UnitData,30,,,Civilian,Itsadi,UI/NPCsPortraits/Itsadi,0,,,,,70,Male,,40,,,70,2,10,,NPC,,,,,,,,UI/NPCs/Itsadi,,,,,,,,,,NPC_Itsadi,,,,,,,,,,,,,,,,,true,,,,,
80,true,Commander,UnitData,0,,88,Legion,Jackhammer,UI/NPCsPortraits/Jackhammer,,,95,,Jackhammer,70,Male,,30,7,true,90,2,0,,NPC,90,,,,,,,UI/NPCs/Jackhammer,,,,,,,,,,NPC_Jackhammer,,,,,,,,,,,,,,,,,true,None,true,Defeated,1,
50,true,,UnitData,10,60,50,Civilian,KingChicken,UI/NPCsPortraits/KingChicken,0,,,,,50,Male,Matthew,0,,,50,2,0,,NPC,50,,,,,Brute,,UI/NPCs/KingChicken,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
30,,,UnitData,70,69,70,Secret,LarryNPC,UI/MercsPortraits/Larry_Addiceted,18,,69,,Larry,79,Male,,14,3,,77,2,92,,NPC,67,,,,,,,UI/Mercs/Larry_Addicted,,,,,,,,0,,,,,,,,ExplosiveExpert,,,,,,,,,,"JA1:

""On probationary standing, Larry Roachburn, a somewhat respected explosives expert, was a young survivor of the C.I.A./L.S.D. years. And when not on assignment, he continues to subject his body to the whims of pharmaceutical researchers around the world.""

JA2 Alumni:

""After eight attempts at rehab without any sustained success, AIM was little choice but to terminate Larry Roachburn's membership within the organization. From what we understand, the death of his father has persuaded him to take yet another attempt at ridding himself of his demons and ridding his body from decades of toxicity. The organization wishes him the best of luck in all his future endeavors.""

JA2 MERC:

""There's no denying that Larry has had his share of substance abuse problems in the past, and despite many attempts at rehabilitation, the demons remain. Roachburn has recently spent six months at an exclusive and classy rehab center undergoing treatment. Having completed the program, he proclaims himself cured and ready for duty.

Additional Info:Larry spent most of his spare time in rehab studying pharmacology which has tremendously improved his medical knowledge.""

Additional Info

Larry's drug habits have made him forgetful, and he will often stop in the middle of a task in need of a reminder, losing AP.
His brother Gary derisively refers to him as ""Anything But A Placebo"" Larry.

Jagged Alliance/Deadly Games
Having ruined his health with drugs, Larry loses rather than gains stats at the end of a day, a trait normally reserved to old mercs.

Jagged Alliance 2

Larry has two different personalities - clean and relapsed. After hiring, he can relapse under certain conditions, losing a lot of stat points, making him almost useless.

As long as he stays clean he's the sociable sort, and loves to hang around other mercs (with some exceptions). However, once relapsed he loses focus and becomes forgetful, preferring the loner lifestyle.

Relapse conditions

Stationary passing time while assigned to squad, carrying energy booster, regeneration booster, medical kit, or any type of alcohol. First aid kits are excluded.

Stationary passing time while assigned to squad, carrying none of the above items, in any city sector that has a bar.
The easiest way to prevent a relapse while carrying any of the above items, is keeping Larry busy, assigning him to squad only to travel and fight. And even though sleeping whilst assigned to squad (eg. after travelling) would be safe, there's no wake-up call and Larry's very quick to get his hands on something ""groovy"".

Getting clean

Luckily there's an easy way to get him clean. A one day speed course called ""walkabout"". Within a short while, needing a rest at least once, he's as fit as a fiddle again. As mentioned above, carrying any of the ""relapse triggering items"" isn't a problem per se, just keep a very close tab on him waking up.

Due to strength loss, Larry can be severely encumbered while on the ""walkabout"" and damage his strength and/or health. Damaged strength will be temporary and reset as soon as he's clean, even though it still looks red for a short while. Damaged health will be permanent until dismissed! Dismissing him will reset health back to what it was.",true,,,,,
24,true,,UnitData,0,50,76,Legion,LegionRaider_Jose,UI/NPCsPortraits/Bastien,10,,79,,LegionRaider_Jose,81,Male,Geraint,0,,true,72,2,0,,NPC,44,,,,,,,UI/NPCs/Bastien,,,,,,,,,,NPC_Bastien,,,,,,,,,,,,,,,,,true,,,,,
80,true,,UnitData,20,50,40,Civilian,Luc,UI/NPCsPortraits/luc,40,,50,,,,Male,Matthew,40,,,50,2,0,,NPC,40,,,,,,,UI/NPCs/Luc,,,true,,,,,0,,NPC_Luc,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,0,,90,Other,Luigi,UI/NPCsPortraits/Luigi,,function: 000002996556CC08,,,,70,Male,Russell,0,3,true,80,2,0,,NPC,,,,,function: 0000029967220988,Brute,,UI/NPCs/Luigi,,,,,,,,,,NPC_Luigi,,,,,,,,,,,,,,,,,true,None,,,1,
70,true,,UnitData,50,,10,Civilian,Maman,UI/NPCsPortraits/Maman,70,,,,,,Female,Kendra,0,,,30,2,0,,NPC,50,,,,,,,UI/NPCs/Maman,,,true,,,,,0,,NPC_Maman,,,,,,,,,,,,,,,,,true,,,,,
40,true,,UnitData,10,60,30,Civilian,Martha,UI/NPCsPortraits/Martha,50,,50,,,,Female,Kendra,0,,,,1,0,,NPC,40,,,,,,,UI/NPCs/Martha,,,true,VillagerFemale,,,,0,,NPC_Martha,,,,,,,,,,,,,,,,,true,,,,,
80,true,,UnitData,20,,20,Civilian,MikeDitch,UI/NPCsPortraits/MikeDitch,,,50,,,,Male,Joey,20,,,50,2,0,,NPC,50,,,,,,,UI/NPCs/MikeDitch,,,,,,,,,,NPC_Hermit,,,,,,,,,,,,,,,,,true,,,,,
10,true,,UnitData,10,,10,Civilian,Mollie,UI/NPCsPortraits/Mollie,0,,40,,,50,Female,Amy,0,,,,2,0,,NPC,25,,,,,,,UI/NPCs/Mollie,,,,VillagerFemale,,,,0,,NPC_Mollie,,,,,,,,,,,,,,,,,true,,,,,
30,true,,UnitData,0,,0,Civilian,Monday,UI/NPCsPortraits/Monday,0,,50,,,10,Male,,0,,,30,1,0,,NPC,50,,,,,,,UI/NPCs/Monday,,,,,,,,,,NPC_Monday,,,,,,,,,,,,,,,,,true,,,,,
,true,,UnitData,10,60,40,Civilian,Pastor,UI/NPCsPortraits/Pastor,80,,,,,,Male,Matthew,20,,,30,2,0,,NPC,50,,,,,Brute,,UI/NPCs/Pastor,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
56,,Commander,UnitData,12,40,77,Legion,Pierre,UI/MercsPortraits/Pierre,39,function: 0000029970DA2600,81,,,68,Male,,5,6,true,72,2,15,,NPC,65,,,,function: 0000029970DA2720,,,UI/Mercs/Pierre,,,,,,,,,,NPC_Pierre,,,,,,,,,,,,,,,,,true,,true,Defeated,,
92,true,,UnitData,14,,82,Legion,President,UI/NPCsPortraits/President,85,,86,Veteran,,63,Male,,9,7,,74,2,23,,NPC,83,,,,,,,UI/NPCs/President,,,,,,,,,,NPC_President,,,,,,,,,,,,,,,,,true,None,,,,
85,true,,UnitData,30,,50,Civilian,Reporter,UI/NPCsPortraits/Reporter,30,,70,,,,Female,Emma,0,,,70,2,0,,NPC,55,,,,,,,UI/NPCs/Reporter,,,,VillagerFemale,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
96,,Commander,UnitData,87,50,88,Other,Sample_Horatio,,94,,50,,,90,Male,Joey,7,4,,40,2,5,,NPC,25,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
90,true,,UnitData,70,60,30,Civilian,Shaman,UI/NPCsPortraits/SangomaTheShaman,,,50,,,50,Male,,0,,,30,2,0,,NPC,40,,,,,,,UI/NPCs/SangomaTheShaman,,,,,,,,0,,NPC_Shaman,,,,,,,,,,,,,,,,,true,,,,,
62,,,UnitData,,85,72,Secret,SmileyNPC,UI/MercsPortraits/Smiley,54,function: 00000299676F7438,82,Elite,Smiley,56,Male,,5,2,,78,2,5,,NPC,73,,,,,,,UI/Mercs/Smiley,,,,,,,,0,,NPC_Smiley,,,,,,Doctor,,,,,,,,,,,true,,,,,true
84,true,Recon,UnitData,65,60,96,Other,TheBeast,UI/NPCsPortraits/TheBeast,70,,93,,,96,Female,Kendra,69,8,true,95,2,74,,NPC,87,,,,,Skirmisher,true,UI/NPCs/TheBeast,,100,,,,,,0,,NPC_TheBeast,,,,,,,,,,,,,,,,,true,,,,,true
85,,Commander,UnitData,11,,92,Legion,TheMajor,UI/MercsPortraits/unknown,85,,82,Legendary,Spike,91,Male,,62,8,true,88,2,45,,NPC,86,,,,,TheMajor,,UI/Mercs/Spike,,,,,,,,,,NPC_TheMajor,,,,,,,,,,,,,,,,,true,None,true,Defeated,,
50,true,,UnitData,30,,20,Civilian,TimTurtledove,UI/NPCsPortraits/TimTurtledove,40,,50,,,30,Male,,0,,,50,2,0,,NPC,50,,,,,,,UI/NPCs/TimTurtledove,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
80,true,,UnitData,70,,20,Civilian,Witch,UI/NPCsPortraits/LamitheWitch,,,70,,,80,Female,Nicole,0,,,80,2,0,,NPC,70,,,,,,,UI/NPCs/LamitheWitch,,,,,,,,,,NPC_Witch,,,,,,,,,,,,,,,,,true,,,,,
20,true,,UnitData,0,60,40,Civilian,Wlad,UI/NPCsPortraits/WladtheTinkerer,0,,,,,40,Male,Matthew,0,,,40,2,0,,NPC,,,,,,,,UI/NPCs/WladtheTinkerer,,,,,,,,0,,NPC_Wlad,,,,,,,,,,,,,,,,,true,,,,,
100,true,,UnitData,100,60,30,Civilian,DrGruselheim,UI/NPCsPortraits/DrGruselhaim.png,,,55,,DrGruselheim,65,Male,,100,,,50,2,100,,NPC_DLC,45,,,,,,,UI/NPCs/Dr Gruselhaim.png,,,,,,,,0,,NPC_DrGruselheim,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,0,60,85,Civilian,Abraham,UI/MercsPortraits/unknown,70,,75,,,,Male,,10,,true,70,1,0,,NPC_banter,70,,Twin Manors,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
30,true,Heavy,UnitData,0,85,40,Rebel,AnneLeMitrailleur,UI/EnemiesPortraits/RebelStormer,20,,62,,AnneLeMitrailleur,39,Female,Kendra,0,2,true,47,2,0,,NPC_banter,59,,suppressive fire (2),,,HeavyGunner,,,,,,VillagerFemale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,UnitData,10,,70,Civilian,Baronne,,90,,70,,,70,Female,Salli,30,3,true,80,1,30,,NPC_banter,80,,,,,,,,,,,VillagerFemale,,,,,,NPC_Baronne,,,,,,,,,,,,,,,,,true,,,,,
39,true,,UnitData,0,,22,Civilian,BillyBoy,UI/MercsPortraits/unknown,0,,61,,,27,Male,Matthew,0,,,35,1,0,,NPC_banter,50,,Ernie Village,,,,,,,,,,,,,0,,NPC_BillyBoy,,,,,,,,,,,,,,,,,,,,,,
0,,Stormer,UnitData,0,,0,Other,Bonecrusher,,0,function: 0000029971C6D5C0,100,,,70,Male,Russell,0,5,true,95,2,0,,NPC_banter,100,,Landsbach,,,Brute,,,,,,,,,,,,NPC_Bonecrusher,,,,,,,,,,,,,,,,,,,,,,
50,,,UnitData,0,,0,Other,Bulldozer,,0,,80,,,70,Male,Russell,0,4,true,70,1,0,,NPC_banter,100,,Landsbach,,,Brute,,,,,,,,,,,,NPC_Bulldozer,,,,,,,,,,,,,,,,,,,,,,
20,true,,UnitData,0,,50,Legion,Butcher,,20,,90,,Butcher,40,Male,,0,,true,40,1,0,,NPC_banter,80,,,,,Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,true,,UnitData,0,60,,Civilian,Captain_Pierrot,,75,,,,,70,Male,Matthew,0,,true,85,1,50,,NPC_banter,50,,Abandoned Beach,,,Brute,,,,,,,,,,0,,NPC_CaptainPierrot,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,50,60,,Civilian,Caroline,UI/MercsPortraits/unknown,70,,,,,80,Female,Raveena,0,,true,85,1,0,,NPC_banter,50,,Twin Manors,,,Skirmisher,,,,,,VillagerFemale,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
70,,,UnitData,5,,95,Civilian,DirtyHenri,,50,,75,,,85,Male,,10,8,true,90,,10,,NPC_banter,80,,,,,Skirmisher,true,,Overwatch,,,,,,,,,NPC_DirtyHenri,,,,,,,,,,,,,,,,,true,,,,,
50,,,UnitData,0,,75,Other,Doorknob,,40,,90,,Doorknob,70,Male,Matthew,0,4,true,80,1,0,,NPC_banter,90,,Landsbach,,,Skirmisher,,,,,,,,,,,,NPC_Doorknob,,,,,,,,,,,,,,,,,true,,,,,
50,,,UnitData,0,,85,Other,DoorknobDiesel,,40,,90,,Doorknob,80,Male,Matthew,0,4,true,90,1,0,,NPC_banter,90,,Landsbach,,,Skirmisher,,,,,,,,,,,,NPC_Doorknob,,,,,,,,,,,,,,,,,true,,,,,
50,,,UnitData,0,,55,Other,DrFracture,,35,,70,,,80,Male,Russell,25,4,true,80,1,20,,NPC_banter,80,,Landsbach,,,Brute,,,,,,,,,,,,NPC_DrFracture,,,,,,,,,,,,,,,,,,,,,,
50,,,UnitData,0,,55,Other,EraserHead,,35,,,,,100,Male,Russell,25,5,true,100,1,20,,NPC_banter,70,,Landsbach,,,Brute,,,,,,,,,,,,NPC_EraserHead,,,,,,,,,,,,,,,,,,,,,,
50,true,,UnitData,0,,55,Other,Fournier,,35,,,,,,Male,,25,,,50,1,20,,NPC_banter,,,,,,,,,,,,,,,,,,NPC_Fournier,,,,,,,,,,,,,,,,,true,,,,,
10,true,,UnitData,0,,85,Civilian,FraBaggz,,10,,80,,,65,Male,,10,,true,75,1,0,,NPC_banter,90,,,,,,,,,,,,,,,,,NPC_FraBaggz,,,,,,,,,,,,,,,,,true,,,,,
20,true,,UnitData,0,,20,Civilian,Frederic,,0,,,,,30,Male,,30,,,30,1,0,,NPC_banter,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,true,Demolitions,UnitData,0,50,59,Other,GangHannah,UI/EnemiesPortraits/MilitiaDemo,30,,61,,GangTrudy,30,Female,Nicole,0,7,true,49,2,90,,NPC_banter,,,Mad Hannah,,,Skirmisher,true,,,,,AnneLeMitrailleur,,,,,,NPC_Hannah,,,,,,,,,,,,,,,,,true,,,,,true
79,true,Stormer,UnitData,0,60,48,Other,GangKayla,UI/EnemiesPortraits/RebelHeavy,9,,82,,GangTrudy,91,Female,Nicole,0,7,true,96,2,11,,NPC_banter,81,,Kayla the Cutter,,,Brute,true,,,,,AnneLeMitrailleur,,,,,,NPC_Kayla,,,,,,,,,,,,,,,,,true,,,,,true
16,true,Stormer,UnitData,0,100,63,Other,GangTrudy,UI/EnemiesPortraits/RebelDemo,65,,75,,GangTrudy,93,Female,Nicole,0,7,true,69,2,33,,NPC_banter,95,,Rude Trudy,,,Skirmisher,true,,,,,AnneLeMitrailleur,,,,,,NPC_Trudy,,,,,,,,,,,,,,,,,true,,,,,true
30,true,Heavy,UnitData,0,85,67,Other,GangVinnie,UI/EnemiesPortraits/AdonisSniper,20,,62,,GangTrudy,39,Female,Nicole,0,7,true,47,2,0,,NPC_banter,59,,Old Vinnie,,,HeavyGunner,true,,,,,AnneLeMitrailleur,,,,,,NPC_Vinnie,,,,,,,,,,,,,,,,,true,,,,,true
30,true,Recon,UnitData,0,50,86,Other,GangWilma,UI/EnemiesPortraits/RebelSniper,20,,61,,GangTrudy,52,Female,Nicole,0,7,true,57,2,0,,NPC_banter,49,,Gal Wilma,,,Skirmisher,true,,,,,AnneLeMitrailleur,,,,,,NPC_Wilma,,,,,,,,,,,,,,,,,true,,,,,true
20,true,,UnitData,0,,10,Civilian,GeorgeSenior,,0,,45,,,10,Male,,0,,,30,1,0,,NPC_banter,20,,Pantagruel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
40,true,,UnitData,0,,20,Civilian,Gouvernour,,,,65,,,45,,,0,,,35,1,0,,NPC_banter,50,,,,,,,,,,,,,,,,,NPC_Gouvernour,,,,,,,,,,,,,,,,,,,,,,
30,true,,UnitData,10,,55,Civilian,Heinrich,,10,,65,,,70,Male,,0,,,50,1,0,,NPC_banter,,,Pantagruel (Red Dragon bartender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
,true,,UnitData,50,60,0,Civilian,Justine,UI/MercsPortraits/unknown,0,,40,,,50,Female,Raveena,0,,,30,1,0,,NPC_banter,30,,Middle of Nowhere,,,,,,,,,VillagerFemale,,,,0,,NPC_Justine,,,,,,,,,,,,,,,,,true,,,,,
15,true,,UnitData,0,,,Civilian,LuckyVeinard,,0,,75,,,65,,,10,,,75,1,10,,NPC_banter,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
0,true,,UnitData,0,,30,Other,Lurch,,0,,100,,,40,Male,,0,,true,50,1,0,,NPC_banter,90,,,,,,,,,,,,,,,,,NPC_Lurch,,,,,,,,,,,,,,,,,true,,,,,
40,true,,UnitData,0,,90,Civilian,MaBaggz,,70,,65,,,30,Female,Salli,0,,true,30,1,75,,NPC_banter,50,,,,,,,,,,,VillagerFemale,,,,,,NPC_MaBaggz,,,,,,,,,,,,,,,,,true,,,,,
75,true,,UnitData,25,,75,Other,MaBaxter,,50,,50,,,,Female,Joey,0,,,,1,0,,NPC_banter,40,,,,,,,,,,true,VillagerFemale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,true,,UnitData,15,60,40,Civilian,Manny,UI/EnemiesPortraits/ThugSoldier,10,,,,,,Male,Matthew,10,,,50,1,0,,NPC_banter,65,,Pantagruel Outskirts,,,,,,,,,,,,,0,,NPC_Manny,,,,,,,,,,,,,,,,,true,,,,,
10,true,,UnitData,0,60,30,Civilian,Mario,UI/EnemiesPortraits/ThugArtillery,0,,40,,,40,Male,Matthew,40,,,40,1,0,,NPC_banter,,,Middle of Nowhere,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,0,,55,Other,Mole,,35,,,,,,Male,Geraint,25,,true,50,1,20,,NPC_banter,,,"Landsbach, noncombatant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
50,,,UnitData,0,,75,Other,MolotovUnit,,35,,85,,,75,Male,Geraint,25,7,true,75,1,85,,NPC_banter,80,,Landsbach,,,Skirmisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
85,true,,UnitData,0,,78,Civilian,MrGattz,,10,,65,,,95,Male,,0,6,true,95,,0,,NPC_banter,,,,,,Skirmisher,true,,,,,,,,,,,NPC_Gattz,,,,,,,,,,,,,,,,,true,,,,,
10,true,,UnitData,0,,0,Civilian,MrsGouvernour,,0,,65,,,10,Female,Aditi,0,,,30,1,0,,NPC_banter,20,,,,,,,,,,,VillagerFemale,,,,,,NPC_MrsGouvernour,,,,,,,,,,,,,,,,,,,,,,
90,true,,UnitData,0,60,30,Civilian,Pangloom,UI/EnemiesPortraits/ThugDemo,0,,50,,,30,Male,Matthew,0,,,50,1,0,,NPC_banter,30,,Camp Bien Chien,,,,,UI/Enemies/LegionRaider,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,true,,UnitData,0,,0,Civilian,Peta,,0,,50,,,40,Female,Amy,0,,,50,1,0,,NPC_banter,45,,,,,,,,,,,VillagerFemale,,,,,,NPC_Peta,,,,,,,,,,,,,,,,,true,,,,,
50,,,UnitData,0,,55,Other,Referee,,35,,,,,,Male,,25,,,50,1,20,,NPC_banter,,,"Landsbach, noncombatant",,,,,,,,,,,,,,,NPC_Referee,,,,,,,,,,,,,,,,,,,,,,
50,,,UnitData,0,,55,Other,Sebastocrator,,35,,100,,,80,Male,Russell,25,5,true,70,1,20,,NPC_banter,80,,Landsbach,,,Brute,,,,,,,,,,,,NPC_Sebastocrator,,,,,,,,,,,,,,,,,,,,,,
85,,,UnitData,0,,25,Other,Tedd,,0,,95,,,80,Male,,0,7,true,95,1,0,,NPC_banter,90,,,,,Brute,true,,,,,,,,,,,NPC_Ted,Brute,,,,,,,,,,,,,,,,,,,,,
50,true,,UnitData,0,,55,Other,TheHogLady,,35,,,,,,Female,Nicole,25,,,50,1,20,,NPC_banter,,,Chalet De La Paix,,,,,,,,,GangTrudy,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
23,true,Commander,UnitData,6,80,70,Thugs,ThugBoss_Foreman,UI/EnemiesPortraits/ThugOfficer,22,function: 0000029970C9E018,82,,ThugGunner,80,Male,Joey,12,5,true,76,2,14,,NPC_banter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UnitData,,,,Other,TourGuide,,,,,,,,,,,,,,1,,,NPC_banter,,,,,,,,,,,,VillagerFemale,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
50,,,UnitData,0,,55,Other,Travis,,35,,,,,,Male,,25,,,50,1,20,,NPC_banter,,,"Landsbach, noncombatant",,,,,,,,,,,,,,,NPC_Travis,,,,,,,,,,,,,,,,,true,,,,,
25,true,,UnitData,15,,25,Civilian,UncleBaggz,,0,,95,,,55,Male,,20,,true,30,1,85,,NPC_banter,50,,,,,,,,,,,,,,,,,NPC_UncleBaggz,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,0,,55,Other,Wanda,,35,,,,,,Female,Aditi,25,,,50,1,20,,NPC_banter,,,Chalet De La Paix,,,,,,,,,VillagerFemale,,,,,,NPC_Wanda,,,,,,,,,,,,,,,,,true,,,,,
19,true,,UnitData,0,60,15,Legion,Weirdo,UI/EnemiesPortraits/LegionManiac,9,,,,,74,Male,,0,2,true,55,1,11,,NPC_banter,61,,River Bank (melee charger 2),,,Brute,,UI/Enemies/LegionRaider,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
50,true,,UnitData,0,,55,Other,Xavier,,35,,,,,,Male,,25,,,50,1,20,,NPC_banter,,,Chalet De La Paix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
20,true,,UnitData,0,60,40,Civilian,civ_Antoine,UI/EnemiesPortraits/ThugSoldier,0,,,,,40,Male,Matthew,0,,,40,1,0,,NPC_banter,,,Refugee Camp,,,,,,,,,,,,,0,,NPC_Antoine,,,,,,,,,,,,,,,,,true,,,,,
